Sample 11,,Sample 12,,Sample 13,,Sample 14,,Sample 15,,
536.0200195,3.136694908,536.0200195,2.950704336,536.0200195,2.719820738,536.0200195,2.214936018,536.0200195,1.495480895,
537.0499878,3.352058172,537.0499878,3.353610516,537.0499878,3.220475674,537.0499878,2.504292965,537.0499878,1.579838157,
537.9400024,3.800968409,537.9400024,3.798005819,537.9400024,3.52081871,537.9400024,2.817116261,537.9400024,1.888999939,
538.9699707,4.512084961,538.9699707,4.40708065,538.9699707,4.205281734,538.9699707,3.296963453,538.9699707,2.248677492,
540,5.105593681,540,5.001727104,540,4.810076714,540,3.888026953,540,2.606474161,
541.0200195,5.862307072,541.0200195,5.67249012,541.0200195,5.510065556,541.0200195,4.451238632,541.0200195,3.100600719,
542.0499878,6.838813782,542.0499878,6.55181694,542.0499878,6.364905357,542.0499878,5.214581966,542.0499878,3.479192019,
542.9400024,7.679234982,542.9400024,7.484290123,542.9400024,7.269057751,542.9400024,5.824666977,542.9400024,3.970391273,
543.9699707,8.671765327,543.9699707,8.587702751,543.9699707,8.316357613,543.9699707,6.894305706,543.9699707,4.632380962,
545,10.34379387,545,9.944797516,545,9.661985397,545,7.710928917,545,5.165700912,
546.0200195,11.84545708,546.0200195,11.40553284,546.0200195,11.13480663,546.0200195,9.028599739,546.0200195,6.112054825,
547.0499878,13.54097939,547.0499878,13.41462421,547.0499878,12.68692112,547.0499878,10.26077366,547.0499878,6.880076408,
547.9400024,15.59443855,547.9400024,15.14672089,547.9400024,14.37013912,547.9400024,11.79565716,547.9400024,7.86638546,
548.9699707,17.8777256,548.9699707,17.33767891,548.9699707,16.59308434,548.9699707,13.27148247,548.9699707,8.967639923,
550,20.56917763,550,19.8935318,550,18.91032982,550,15.17815781,550,9.984605789,
551.0200195,23.2150631,551.0200195,22.45754051,551.0200195,21.43593597,551.0200195,16.7501049,551.0200195,11.21593285,
552.0499878,26.2450428,552.0499878,25.34520531,552.0499878,23.66722679,552.0499878,18.80671692,552.0499878,12.22434139,
552.9400024,29.95534706,552.9400024,28.7025032,552.9400024,26.99116707,552.9400024,20.9539032,552.9400024,13.81275272,
553.9699707,33.99058914,553.9699707,32.61188507,553.9699707,29.89258575,553.9699707,23.5769577,553.9699707,15.2551136,
555,39.37337112,555,36.96789169,555,33.68922806,555,26.40789795,555,16.85250854,
556.0200195,43.74375916,556.0200195,41.01549149,556.0200195,37.16127396,556.0200195,28.59238052,556.0200195,18.06350327,
557.0499878,48.79088211,557.0499878,45.51438904,557.0499878,40.98788452,557.0499878,31.11865616,557.0499878,19.65751266,
557.9400024,54.04111862,557.9400024,49.79906845,557.9400024,44.38712692,557.9400024,33.79066467,557.9400024,20.64513969,
558.9699707,59.94623947,558.9699707,55.177845,558.9699707,48.43034363,558.9699707,36.06363678,558.9699707,22.34972382,
560,66.33068085,560,60.39948654,560,52.56410599,560,38.86979294,560,23.59782982,
561.0200195,73.22815704,561.0200195,65.80209351,561.0200195,56.49856949,561.0200195,40.98558426,561.0200195,24.81056404,
562.0499878,79.75311279,562.0499878,71.51107788,562.0499878,60.58270645,562.0499878,43.80356598,562.0499878,26.05166435,
562.9400024,85.76904297,562.9400024,75.48866272,562.9400024,63.33543396,562.9400024,45.4452095,562.9400024,27.21541595,
563.9699707,91.9960556,563.9699707,79.99376678,563.9699707,66.68417358,563.9699707,47.41082764,563.9699707,28.12383842,
565,97.26473999,565,84.24971771,565,69.31069946,565,48.87418747,565,28.85703659,
566.0200195,102.3420563,566.0200195,88.25159454,566.0200195,71.71472931,566.0200195,49.93335724,566.0200195,29.28390694,
567.0499878,107.9034653,567.0499878,91.7849884,567.0499878,74.15109253,567.0499878,51.35611725,567.0499878,29.49535561,
567.9400024,111.4146423,567.9400024,94.12368011,567.9400024,75.25867462,567.9400024,52.17970657,567.9400024,30.2948246,
568.9699707,114.7885208,568.9699707,96.38232422,568.9699707,76.44932556,568.9699707,52.02192688,568.9699707,30.23877525,
570,117.3515701,570,97.79743958,570,77.07575226,570,52.21219254,570,29.97462082,
571.0200195,118.850647,571.0200195,98.63822174,571.0200195,77.15254974,571.0200195,52.23996735,571.0200195,29.69943047,
572.0499878,119.6324158,572.0499878,98.41358948,572.0499878,77.28876495,572.0499878,51.61380768,572.0499878,29.24640656,
572.9400024,120.4438477,572.9400024,98.55368805,572.9400024,76.93766785,572.9400024,51.47179413,572.9400024,28.80380249,
573.9699707,119.6711807,573.9699707,97.11750031,573.9699707,74.92030334,573.9699707,50.33085632,573.9699707,27.96028328,
575,118.4045792,575,95.54399109,575,74.04486847,575,49.22145462,575,27.30835152,
576.0200195,116.7533493,576.0200195,93.84931946,576.0200195,72.01926422,576.0200195,48.03502274,576.0200195,26.35517311,
577.0499878,114.7352371,577.0499878,91.29024506,577.0499878,70.02038574,577.0499878,46.28536987,577.0499878,25.62887955,
577.9400024,112.1598663,577.9400024,89.50636292,577.9400024,68.29855347,577.9400024,44.96763229,577.9400024,24.95540237,
578.9699707,108.7712021,578.9699707,86.20814514,578.9699707,66.13079071,578.9699707,43.33095551,578.9699707,24.15161705,
580,105.2885361,580,83.57897949,580,63.47800064,580,41.6256752,580,23.16557503,
581.0100098,101.4041443,581.0100098,80.2794342,581.0100098,60.78499222,581.0100098,40.08152008,581.0100098,21.89673996,
582.0200195,97.59741974,582.0200195,76.83031464,582.0200195,58.35595703,582.0200195,38.2285614,582.0200195,21.07294273,
583.039978,93.40316772,583.039978,73.17144775,583.039978,55.8054657,583.039978,36.27614212,583.039978,20.0574131,
584.0499878,89.94255066,584.0499878,70.54870605,584.0499878,53.39113998,584.0499878,34.82281113,584.0499878,19.35989189,
585.0700073,85.84299469,585.0700073,67.71035767,585.0700073,51.10890198,585.0700073,33.13334656,585.0700073,18.44390297,
585.9400024,82.83512878,585.9400024,64.52192688,585.9400024,48.8714447,585.9400024,31.69556999,585.9400024,17.54323578,
586.9500122,78.55889893,586.9500122,61.29373169,586.9500122,46.11015701,586.9500122,30.16648102,586.9500122,16.38029099,
587.9699707,74.86070251,587.9699707,58.24191666,587.9699707,43.70668793,587.9699707,28.76541138,587.9699707,15.72522449,
588.9799805,70.89031219,588.9799805,55.77906799,588.9799805,41.89059067,588.9799805,27.19777298,588.9799805,14.87346268,
590,67.57804108,590,52.73904419,590,39.83237076,590,25.74978256,590,14.21769047,
591.0200195,64.34659576,591.0200195,49.81245804,591.0200195,37.63100052,591.0200195,24.30349541,591.0200195,13.45482731,
592.0499878,61.36417389,592.0499878,47.51107025,592.0499878,35.83882523,592.0499878,23.29352951,592.0499878,12.80107784,
592.9400024,58.7183609,592.9400024,45.93014145,592.9400024,34.29108047,592.9400024,22.22013283,592.9400024,12.45206547,
593.9699707,56.16239548,593.9699707,43.44077682,593.9699707,32.77509689,593.9699707,21.20481682,593.9699707,11.81076336,
595,52.64115906,595,40.91324615,595,30.98952484,595,20.23539162,595,11.12696075,
596.0200195,50.94463348,596.0200195,39.52822495,596.0200195,29.80384254,596.0200195,19.43868828,596.0200195,10.65738487,
597.0499878,48.24709702,597.0499878,37.61956406,597.0499878,28.03510094,597.0499878,18.29088402,597.0499878,9.91716671,
597.9400024,46.44512177,597.9400024,36.5185051,597.9400024,27.10264015,597.9400024,17.83682251,597.9400024,9.686722755,
598.9699707,44.80537033,598.9699707,34.96000671,598.9699707,26.35255432,598.9699707,17.10084152,598.9699707,9.319212914,
600,42.69801712,600,33.42615891,600,25.16945267,600,16.40210915,600,9.053473473,
601.0100098,41.10430908,601.0100098,32.15008926,601.0100098,24.21048737,601.0100098,15.88936996,601.0100098,8.588931084,
602.0200195,39.47125626,602.0200195,30.88202286,602.0200195,23.21080589,602.0200195,15.2479744,602.0200195,8.350783348,
603.039978,38.10290909,603.039978,29.76659966,603.039978,22.44582558,603.039978,14.61711597,603.039978,8.151893616,
604.0499878,37.13356018,604.0499878,28.75448036,604.0499878,21.91041946,604.0499878,14.10852909,604.0499878,7.835645676,
605.0700073,35.56945801,605.0700073,27.96703148,605.0700073,21.13529396,605.0700073,13.81315327,605.0700073,7.496689796,
605.9400024,35.06188583,605.9400024,27.11025047,605.9400024,20.5510025,605.9400024,13.15446091,605.9400024,7.199827194,
606.9500122,34.02833176,606.9500122,26.59699821,606.9500122,19.84823036,606.9500122,12.90189934,606.9500122,7.110236645,
607.9699707,33.12277222,607.9699707,26.1136055,607.9699707,19.45145988,607.9699707,12.63387394,607.9699707,6.910708427,
608.9799805,32.02885818,608.9799805,25.35836983,608.9799805,18.83973694,608.9799805,12.34630013,608.9799805,6.763791084,
610,31.55315208,610,24.61001587,610,18.54762459,610,11.86627865,610,6.734622955,
611.0100098,30.51074982,611.0100098,23.81492996,611.0100098,17.99533272,611.0100098,11.80013752,611.0100098,6.563182831,
612.0200195,30.05283928,612.0200195,23.54251862,612.0200195,17.60055923,612.0200195,11.46329021,612.0200195,6.201646328,
613.039978,29.09820366,613.039978,23.08989525,613.039978,17.14578629,613.039978,11.14890862,613.039978,6.162257671,
614.0499878,28.44063187,614.0499878,22.41699409,614.0499878,16.9040451,614.0499878,11.07383919,614.0499878,6.018822193,
615.0700073,27.91553879,615.0700073,21.88758659,615.0700073,16.53745842,615.0700073,10.75722885,615.0700073,5.894008636,
615.9400024,27.28571701,615.9400024,21.68403244,615.9400024,16.07693481,615.9400024,10.58073235,615.9400024,5.743783474,
616.9500122,26.83106422,616.9500122,21.25032234,616.9500122,15.86629963,616.9500122,10.37557507,616.9500122,5.568254948,
617.9699707,25.85136223,617.9699707,20.3993206,617.9699707,15.40220356,617.9699707,10.13478661,617.9699707,5.517084122,
618.9799805,25.67015648,618.9799805,19.95861244,618.9799805,15.07993889,618.9799805,9.787108421,618.9799805,5.272710323,
620,24.6502552,620,19.71857643,620,14.60028744,620,9.531369209,620,5.221334457,
621,24.1745224,621,19.11706734,621,14.38519096,621,9.304465294,621,5.083021164,
622,23.63020325,622,18.46379089,622,13.8955164,622,8.91738224,622,5.032410145,
623,23.11359406,623,18.14657593,623,13.25797081,623,8.845187187,623,4.791260719,
624,22.32073212,624,17.30531311,624,13.16741085,624,8.457121849,624,4.732211113,
625,21.45705223,625,16.60778999,625,12.56899261,625,8.179508209,625,4.618150711,
626,20.62000656,626,16.29154396,626,12.08761311,626,7.906424046,626,4.316567898,
627,20.15177155,627,15.70614338,627,11.91372204,627,7.74952364,627,4.238610268,
628,19.28687096,628,15.19862175,628,11.31332016,628,7.393271923,628,4.148048878,
629,18.5729332,629,14.72528458,629,11.03024483,629,7.013216496,629,3.911781549,
630,18.05691147,630,14.1623745,630,10.582407,630,6.880156517,630,3.914300442,
631.0100098,17.30877495,631.0100098,13.65905952,631.0100098,10.09911633,631.0100098,6.640890121,631.0100098,3.730104923,
632.0200195,16.68545341,632.0200195,13.15376282,632.0200195,9.723866463,632.0200195,6.344668865,632.0200195,3.473552465,
633.039978,15.65388012,633.039978,12.52978134,633.039978,9.210741997,633.039978,6.109065533,633.039978,3.341250658,
634.0499878,15.17418289,634.0499878,11.83064747,634.0499878,8.837030411,634.0499878,5.818985939,634.0499878,3.226972342,
635.0700073,14.33722115,635.0700073,11.45785046,635.0700073,8.61478138,635.0700073,5.681166172,635.0700073,3.063059807,
635.9400024,14.17732239,635.9400024,11.19716263,635.9400024,8.299024582,635.9400024,5.398952007,635.9400024,2.986441135,
636.9500122,13.58309937,636.9500122,10.53631687,636.9500122,7.909344673,636.9500122,5.128399849,636.9500122,2.886706114,
637.9699707,13.04115009,637.9699707,10.07415009,637.9699707,7.731908798,637.9699707,4.956394196,637.9699707,2.690094233,
638.9799805,12.2834444,638.9799805,9.629468918,638.9799805,7.093924522,638.9799805,4.596714497,638.9799805,2.656059742,
640,11.77792645,640,9.152861595,640,6.957806587,640,4.484130383,640,2.507199526,
641,11.15832901,641,8.931201935,641,6.551446915,641,4.178216457,641,2.417345047,
642,10.8148489,642,8.374126434,642,6.207983017,642,4.190925598,642,2.264682531,
643,10.07138252,643,7.991171837,643,5.983803749,643,3.955434561,643,2.027572632,
644,9.608862877,644,7.561976433,644,5.559920311,644,3.717520237,644,2.058976889,
645,9.189594269,645,7.287295818,645,5.454214096,645,3.609197617,645,1.93122077,
646,8.953987122,646,6.848414898,646,5.090023041,646,3.449221611,646,1.841023326,
647,8.443635941,647,6.449021339,647,4.838549137,647,3.211864948,647,1.732666731,
648,7.864020348,648,6.192593098,648,4.544208527,648,3.118198633,648,1.613209367,
649,7.419236183,649,5.894141674,649,4.511165142,649,2.915044785,649,1.684407592,
650,7.23073101,650,5.53700304,650,4.166504383,650,2.816829681,650,1.527005434,
651,7.04733181,651,5.327005863,651,4.096515179,651,2.623359919,651,1.433064461,
652,6.498024464,652,5.166635513,652,3.788961172,652,2.494596004,652,1.402472973,
653,6.175597668,653,4.85801506,653,3.679873705,653,2.39056921,653,1.297724962,
654,5.918456078,654,4.625853539,654,3.433791637,654,2.235360384,654,1.347640753,
655,5.632647514,655,4.429977417,655,3.317751408,655,2.056812763,655,1.198532343,
656,5.396606922,656,4.269723415,656,3.163600683,656,2.032355547,656,1.2046597,
657,5.159132004,657,4.143792152,657,2.962534428,657,2.010501623,657,1.063296556,
658,4.930913925,658,3.890683413,658,2.989300013,658,1.801297545,658,1.063228965,
659,4.665681839,659,3.694888115,659,2.757605076,659,1.742165923,659,0.9643831849,
660,4.542944908,660,3.541520834,660,2.622840166,660,1.703341842,660,0.9324167967,
661,4.329515934,661,3.424411297,661,2.523773193,661,1.649008036,661,0.8525524735,
662,4.048124313,662,3.208512068,662,2.381857395,662,1.670077682,662,0.8530955911,
663,3.920344353,663,3.161811352,663,2.347864389,663,1.619107127,663,0.7844384313,
664,3.784496784,664,2.905053139,664,2.217007637,664,1.493730783,664,0.8670791984,
665,3.669308662,665,2.84624362,665,2.131370306,665,1.493244529,665,0.7194082737,
666,3.492668867,666,2.768234253,666,2.040962458,666,1.396951079,666,0.6984944344,
667,3.30251503,667,2.643303394,667,1.945511818,667,1.224661231,667,0.7915050387,
668,3.209884405,668,2.588073969,668,1.969284415,668,1.24970305,668,0.7403795123,
669,3.058747768,669,2.452800989,669,1.856074333,669,1.151994228,669,0.5827014446,
670,2.989871264,670,2.325314522,670,1.767084002,670,1.122543335,670,0.6501478553,
671,2.851587772,671,2.300148964,671,1.637683988,671,1.194177151,671,0.6016983986,
672,2.78420043,672,2.17478776,672,1.673007488,672,1.07124126,672,0.6351608634,
673,2.707729816,673,2.163947821,673,1.551181674,673,0.9868741632,673,0.5068818331,
674,2.561129332,674,2.027567863,674,1.549840569,674,1.002642512,674,0.5656175017,
675,2.444375277,675,2.013925314,675,1.421382427,675,0.9451810122,675,0.5865305662,
676,2.347774506,676,1.917732,676,1.380664468,676,0.9490865469,676,0.4937054217,
677,2.367233276,677,1.864287972,677,1.353222251,677,0.8456493616,677,0.4817702174,
678,2.31566453,678,1.753390789,678,1.271482468,678,0.8771315217,678,0.4467217028,
679,2.126211882,679,1.685005307,679,1.282922626,679,0.838501513,679,0.4238183498,
680,2.044987202,680,1.658705354,680,1.275651813,680,0.7995347977,680,0.4137040675,
680.9799805,2.01142931,680.9799805,1.610737205,680.9799805,1.170832276,680.9799805,0.6969641447,680.9799805,0.4138872027,
681.9699707,1.942991138,681.9699707,1.598427773,681.9699707,1.190075159,681.9699707,0.7106183171,681.9699707,0.4281874895,
682.9500122,1.845931053,682.9500122,1.482813478,682.9500122,1.067018867,682.9500122,0.7010986805,682.9500122,0.4202038348,
683.9400024,1.837496638,683.9400024,1.439793944,683.9400024,1.024324775,683.9400024,0.6959319115,683.9400024,0.3881421089,
685.0700073,1.672706366,685.0700073,1.328612089,685.0700073,1.156710386,685.0700073,0.6996240616,685.0700073,0.3583698571,
686.0499878,1.766513228,686.0499878,1.36896944,686.0499878,0.9808433652,686.0499878,0.6436039805,686.0499878,0.3723149896,
687.039978,1.651409864,687.039978,1.250766993,687.039978,0.962987721,687.039978,0.5953191519,687.039978,0.4052726924,
688.0200195,1.561564445,688.0200195,1.247772455,688.0200195,0.9695383906,688.0200195,0.6913977265,688.0200195,0.3710847795,
689.0100098,1.532001138,689.0100098,1.171248436,689.0100098,0.9055443406,689.0100098,0.5905941129,689.0100098,0.3740884066,
690,1.502863646,690,1.203916788,690,0.9266822934,690,0.6954879761,690,0.3508422077,
690.9799805,1.455137491,690.9799805,1.265931606,690.9799805,1.042945743,690.9799805,0.6309562922,690.9799805,0.4243710041,
691.9699707,1.49891746,691.9699707,1.241326571,691.9699707,0.8684805036,691.9699707,0.7232635021,691.9699707,0.5198064446,
692.9500122,1.412341475,692.9500122,1.219866991,692.9500122,1.054290771,692.9500122,0.7310501337,692.9500122,0.5078456998,
693.9400024,1.472359896,693.9400024,1.251444817,693.9400024,1.030651212,693.9400024,0.7638670206,693.9400024,0.5462875962,
695.0700073,1.400281668,695.0700073,1.262879491,695.0700073,1.116235018,695.0700073,0.813210845,695.0700073,0.6366384029,
696.0499878,1.54111433,696.0499878,1.266431212,696.0499878,1.170437217,696.0499878,0.8614898324,696.0499878,0.7726903558,
697.039978,1.602310061,697.039978,1.387101173,697.039978,1.234450817,697.039978,0.961188674,697.039978,0.7143378258,
698.0200195,1.641783476,698.0200195,1.428262234,698.0200195,1.262480617,698.0200195,0.9477668405,698.0200195,0.8620490432,
699.0100098,1.568386078,699.0100098,1.364449501,699.0100098,1.354038596,699.0100098,1.031628966,699.0100098,0.9313031435,
700,1.617964029,700,1.43958509,700,1.310778975,700,1.047133565,700,0.8647507429,

Sample 11,
Sample 11
Collection Time: 18/12/2022 3:18:34 PM
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          test
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        500.00
Stop (nm)                         700.00
Ex. Wavelength (nm)               348.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     2.5
Scan rate (nm/min)                120.00
Data interval (nm)                1.0000
Averaging Time (s)                0.5000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   Medium
Corrected spectra                 OFF
Method Log     :
Method Name    : C:\Users\fluorimeteruser\Desktop\DATA Must Be Saved In This Folder\Adrea\R6G\r6g_etoh.FBSW
Date/Time stamp: 18/12/2022 3:04:53 PM
Method Modifications:
Em. Slit Width (nm): Changed: 18/12/2022 2:03:24 PM, Old:5, New:2.5
User Delta Stop Changed: 18/12/2022 2:03:24 PM, Old: 450.00, New: 488.00
User Delta Increment Changed: 18/12/2022 2:03:24 PM, Old:  10.00, New:   0.15
Scan Control Changed: 18/12/2022 2:03:24 PM, Old:Medium, New:Manual
Ave. time (s): Changed: 18/12/2022 2:03:24 PM, Old:0.10000, New:0.05000
Excitation Wavelength Changed: 18/12/2022 2:03:24 PM, Old: 350.00, New: 488.00
Data interval: Changed: 18/12/2022 2:03:24 PM, Old:   1.00, New:   0.50
Emission Wavelength Changed: 18/12/2022 2:03:24 PM, Old: 400.00, New: 498.00
Stop Wavelength Changed: 18/12/2022 2:03:24 PM, Old: 600.00, New: 800.00
Scan Control Changed: 18/12/2022 2:05:13 PM, Old:Manual, New:Slow
Ave. time (s): Changed: 18/12/2022 2:05:13 PM, Old:0.05000, New:0.50000
Data interval: Changed: 18/12/2022 2:05:13 PM, Old:   0.50, New:   1.00
Zero Mode Changed: 18/12/2022 2:05:14 PM, Old:OFF, New:Reading
Zero Mode Changed: 18/12/2022 2:05:15 PM, Old:Reading, New:ON
Stop Wavelength Changed: 18/12/2022 2:07:24 PM, Old: 800.00, New: 700.00
Overlayed Graphs Changed: 18/12/2022 2:07:42 PM, Old:OFF, New:ON
Zero Mode Changed: 18/12/2022 3:11:58 PM, Old:ON, New:Reading
Zero Mode Changed: 18/12/2022 3:11:58 PM, Old:Reading, New:ON
Excitation Wavelength Changed: 18/12/2022 3:12:41 PM, Old: 488.00, New: 348.00
Emission Wavelength Changed: 18/12/2022 3:12:41 PM, Old: 498.00, New: 358.00
Emission Wavelength Changed: 18/12/2022 3:17:34 PM, Old: 358.00, New: 400.00
Scan Control Changed: 18/12/2022 3:17:42 PM, Old:Slow, New:Medium
Ave. time (s): Changed: 18/12/2022 3:17:42 PM, Old:0.50000, New:0.10000
Scan Control Changed: 18/12/2022 3:18:27 PM, Old:Medium, New:Slow
Ave. time (s): Changed: 18/12/2022 3:18:27 PM, Old:0.10000, New:0.50000
Emission Wavelength Changed: 18/12/2022 3:18:27 PM, Old: 400.00, New: 500.00
End Method Modifications

Sample 12,
Sample 12
Collection Time: 18/12/2022 3:22:46 PM
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          test
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        500.00
Stop (nm)                         700.00
Ex. Wavelength (nm)               348.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     2.5
Scan rate (nm/min)                120.00
Data interval (nm)                1.0000
Averaging Time (s)                0.5000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   Medium
Corrected spectra                 OFF
Method Log     :
Method Name    : C:\Users\fluorimeteruser\Desktop\DATA Must Be Saved In This Folder\Adrea\R6G\r6g_etoh.FBSW
Date/Time stamp: 18/12/2022 3:04:53 PM
Method Modifications:
Em. Slit Width (nm): Changed: 18/12/2022 2:03:24 PM, Old:5, New:2.5
User Delta Stop Changed: 18/12/2022 2:03:24 PM, Old: 450.00, New: 488.00
User Delta Increment Changed: 18/12/2022 2:03:24 PM, Old:  10.00, New:   0.15
Scan Control Changed: 18/12/2022 2:03:24 PM, Old:Medium, New:Manual
Ave. time (s): Changed: 18/12/2022 2:03:24 PM, Old:0.10000, New:0.05000
Excitation Wavelength Changed: 18/12/2022 2:03:24 PM, Old: 350.00, New: 488.00
Data interval: Changed: 18/12/2022 2:03:24 PM, Old:   1.00, New:   0.50
Emission Wavelength Changed: 18/12/2022 2:03:24 PM, Old: 400.00, New: 498.00
Stop Wavelength Changed: 18/12/2022 2:03:24 PM, Old: 600.00, New: 800.00
Scan Control Changed: 18/12/2022 2:05:13 PM, Old:Manual, New:Slow
Ave. time (s): Changed: 18/12/2022 2:05:13 PM, Old:0.05000, New:0.50000
Data interval: Changed: 18/12/2022 2:05:13 PM, Old:   0.50, New:   1.00
Zero Mode Changed: 18/12/2022 2:05:14 PM, Old:OFF, New:Reading
Zero Mode Changed: 18/12/2022 2:05:15 PM, Old:Reading, New:ON
Stop Wavelength Changed: 18/12/2022 2:07:24 PM, Old: 800.00, New: 700.00
Overlayed Graphs Changed: 18/12/2022 2:07:42 PM, Old:OFF, New:ON
Zero Mode Changed: 18/12/2022 3:11:58 PM, Old:ON, New:Reading
Zero Mode Changed: 18/12/2022 3:11:58 PM, Old:Reading, New:ON
Excitation Wavelength Changed: 18/12/2022 3:12:41 PM, Old: 488.00, New: 348.00
Emission Wavelength Changed: 18/12/2022 3:12:41 PM, Old: 498.00, New: 358.00
Emission Wavelength Changed: 18/12/2022 3:17:34 PM, Old: 358.00, New: 400.00
Scan Control Changed: 18/12/2022 3:17:42 PM, Old:Slow, New:Medium
