sample2,,sample3,,sample4,,sample5,,sample7,,sample8,,sample9,,
Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,
477.9974365,87.00511169,477.9974365,87.27642822,477.9974365,86.74007416,477.9974365,87.02428436,477.9974365,87.01347351,477.9974365,86.97849274,477.9974365,87.01425934,
477.006958,86.9865799,477.006958,87.29740143,477.006958,86.76426697,477.006958,87.00708771,477.006958,87.00737762,477.006958,86.94947052,477.006958,86.9781189,
476.0162659,86.99732208,476.0162659,87.3039856,476.0162659,86.78073883,476.0162659,87.01096344,476.0162659,87.01593018,476.0162659,86.99645233,476.0162659,86.99072266,
474.9871826,86.97296906,474.9871826,87.27734375,474.9871826,86.73158264,474.9871826,86.99452209,474.9871826,86.97442627,474.9871826,86.95746613,474.9871826,86.98461914,
473.9960938,86.98449707,473.9960938,87.28245544,473.9960938,86.76700592,473.9960938,86.96165466,473.9960938,87.00294495,473.9960938,86.96748352,473.9960938,86.9732132,
473.0047913,86.96705627,473.0047913,87.23579407,473.0047913,86.7206955,473.0047913,86.93058777,473.0047913,86.9766922,473.0047913,86.90328979,473.0047913,86.96679688,
472.0133057,86.96465302,472.0133057,87.25344849,472.0133057,86.75876617,472.0133057,86.99006653,472.0133057,86.9734726,472.0133057,86.92287445,472.0133057,86.97712708,
470.9835205,86.96201324,470.9835205,87.27252197,470.9835205,86.74172974,470.9835205,86.9829483,470.9835205,86.95652771,470.9835205,86.94429016,470.9835205,86.98342896,
469.9916077,86.94908905,469.9916077,87.27120972,469.9916077,86.76895142,469.9916077,86.98762512,469.9916077,86.97121429,469.9916077,86.94631958,469.9916077,86.97145844,
468.9995728,86.93235016,468.9995728,87.24434662,468.9995728,86.73739624,468.9995728,86.98188019,468.9995728,86.97358704,468.9995728,86.96238708,468.9995728,86.97322845,
468.0073242,86.96549988,468.0073242,87.27796936,468.0073242,86.72846222,468.0073242,86.96839905,468.0073242,86.96138,468.0073242,86.93723297,468.0073242,86.98032379,
467.0148926,86.91723633,467.0148926,87.23687744,467.0148926,86.67423248,467.0148926,86.93209076,467.0148926,86.94026184,467.0148926,86.93314362,467.0148926,86.95600128,
465.9841003,86.92905426,465.9841003,87.24568176,465.9841003,86.70503998,465.9841003,86.96037292,465.9841003,86.93228149,465.9841003,86.9090271,465.9841003,86.96805573,
464.991272,86.92892456,464.991272,87.2410202,464.991272,86.70414734,464.991272,86.94090271,464.991272,86.95493317,464.991272,86.90973663,464.991272,86.97142029,
463.9981995,86.95834351,463.9981995,87.27942657,463.9981995,86.71660614,463.9981995,86.98480988,463.9981995,86.94632721,463.9981995,86.9236145,463.9981995,86.96633148,
463.0050049,86.91493225,463.0050049,87.248703,463.0050049,86.69004822,463.0050049,86.94326782,463.0050049,86.93230438,463.0050049,86.94942474,463.0050049,86.94350433,
462.0116577,86.90945435,462.0116577,87.23662567,462.0116577,86.69371796,462.0116577,86.93427277,462.0116577,86.94881439,462.0116577,86.88647461,462.0116577,86.9192276,
461.0180359,86.91704559,461.0180359,87.22924805,461.0180359,86.681427,461.0180359,86.96031189,461.0180359,86.91843414,461.0180359,86.86268616,461.0180359,86.92868805,
459.9860229,86.91525269,459.9860229,87.23903656,459.9860229,86.72994995,459.9860229,86.94416046,459.9860229,86.90374756,459.9860229,86.91664124,459.9860229,86.91867828,
458.9920349,86.92222595,458.9920349,87.19200134,458.9920349,86.70107269,458.9920349,86.91737366,458.9920349,86.91518402,458.9920349,86.8896637,458.9920349,86.92081451,
457.9978638,86.92726898,457.9978638,87.2076416,457.9978638,86.6929245,457.9978638,86.93022156,457.9978638,86.93968201,457.9978638,86.90467072,457.9978638,86.91011047,
457.00354,86.93296051,457.00354,87.20518494,457.00354,86.71071625,457.00354,86.95476532,457.00354,86.97273254,457.00354,86.90606689,457.00354,86.95552063,
456.0090332,86.93854523,456.0090332,87.21907806,456.0090332,86.7127533,456.0090332,86.96334839,456.0090332,86.95806885,456.0090332,86.876091,456.0090332,86.97145844,
455.0143127,86.91829681,455.0143127,87.18304443,455.0143127,86.70159912,455.0143127,86.93070984,455.0143127,86.92609406,455.0143127,86.90023804,455.0143127,86.94072723,
453.9811401,86.89602661,453.9811401,87.18690491,453.9811401,86.67502594,453.9811401,86.95883179,453.9811401,86.9461441,453.9811401,86.90001678,453.9811401,86.94104767,
452.9860535,86.92494965,452.9860535,87.19024658,452.9860535,86.68960571,452.9860535,86.9302597,452.9860535,86.944664,452.9860535,86.92527008,452.9860535,86.9342804,
451.9908142,86.88132477,451.9908142,87.13298798,451.9908142,86.66129303,451.9908142,86.90519714,451.9908142,86.90470123,451.9908142,86.891716,451.9908142,86.90058136,
450.9953308,86.86793518,450.9953308,87.07632446,450.9953308,86.66996002,450.9953308,86.91051483,450.9953308,86.900177,450.9953308,86.87315369,450.9953308,86.88655853,
449.9996948,86.89356232,449.9996948,87.08938599,449.9996948,86.65794373,449.9996948,86.91858673,449.9996948,86.89452362,449.9996948,86.87995911,449.9996948,86.92181396,
449.0038757,86.86882019,449.0038757,87.05770111,449.0038757,86.61914063,449.0038757,86.90488434,449.0038757,86.87672424,449.0038757,86.8460083,449.0038757,86.87277222,
448.0078125,86.85699463,448.0078125,87.05249023,448.0078125,86.62151337,448.0078125,86.87570953,448.0078125,86.8815155,448.0078125,86.81835938,448.0078125,86.88530731,
447.0116577,86.84781647,447.0116577,87.05104828,447.0116577,86.62776947,447.0116577,86.86934662,447.0116577,86.85391998,447.0116577,86.84767151,447.0116577,86.87224579,
446.0152893,86.84165955,446.0152893,87.00411987,446.0152893,86.6452179,446.0152893,86.85826111,446.0152893,86.85309601,446.0152893,86.83472443,446.0152893,86.86670685,
445.0187073,86.86410522,445.0187073,87.00764465,445.0187073,86.63977051,445.0187073,86.87937927,445.0187073,86.86103821,445.0187073,86.84352875,445.0187073,86.87233734,
443.9836731,86.84191895,443.9836731,86.95355225,443.9836731,86.58061981,443.9836731,86.82775116,443.9836731,86.83016205,443.9836731,86.79685974,443.9836731,86.83824158,
442.9866943,86.85713959,442.9866943,86.99485016,442.9866943,86.62484741,442.9866943,86.90475464,442.9866943,86.87638855,442.9866943,86.8503418,442.9866943,86.90395355,
441.989624,86.82914734,441.989624,86.96177673,441.989624,86.59680176,441.989624,86.87263489,441.989624,86.83847046,441.989624,86.80484772,441.989624,86.84633636,
440.9923401,86.81742859,440.9923401,86.90486908,440.9923401,86.5774231,440.9923401,86.87256622,440.9923401,86.84003448,440.9923401,86.80043793,440.9923401,86.83171844,
439.994873,86.796875,439.994873,86.86237335,439.994873,86.59102631,439.994873,86.84896851,439.994873,86.80157471,439.994873,86.78833771,439.994873,86.86367035,
438.9972229,86.81295013,438.9972229,86.88211823,438.9972229,86.59803009,438.9972229,86.85985565,438.9972229,86.8361969,438.9972229,86.80857086,438.9972229,86.8484726,
437.9994202,86.77251434,437.9994202,86.80007935,437.9994202,86.56037903,437.9994202,86.81295013,437.9994202,86.78478241,437.9994202,86.76059723,437.9994202,86.78367615,
437.0014038,86.79091644,437.0014038,86.84257507,437.0014038,86.57015228,437.0014038,86.79759979,437.0014038,86.83361053,437.0014038,86.76672363,437.0014038,86.80308533,
436.0032654,86.82215881,436.0032654,86.82252502,436.0032654,86.57309723,436.0032654,86.8476181,436.0032654,86.81438446,436.0032654,86.80375671,436.0032654,86.85775757,
435.0048828,86.84410095,435.0048828,86.82370758,435.0048828,86.57609558,435.0048828,86.8451004,435.0048828,86.82076263,435.0048828,86.80947876,435.0048828,86.84510803,
434.0063477,86.80484772,434.0063477,86.79228973,434.0063477,86.58148193,434.0063477,86.86563873,434.0063477,86.80181885,434.0063477,86.8092804,434.0063477,86.84912872,
433.0076599,86.82702637,433.0076599,86.80543518,433.0076599,86.63604736,433.0076599,86.89352417,433.0076599,86.84327698,433.0076599,86.83163452,433.0076599,86.81647491,
432.0087585,86.82797241,432.0087585,86.76628113,432.0087585,86.57154083,432.0087585,86.81632233,432.0087585,86.82203674,432.0087585,86.76006317,432.0087585,86.85878754,
431.0096741,86.82148743,431.0096741,86.70144653,431.0096741,86.58831024,431.0096741,86.83759308,431.0096741,86.82028961,431.0096741,86.79014587,431.0096741,86.8436203,
430.0104675,86.82530212,430.0104675,86.70845032,430.0104675,86.58690643,430.0104675,86.8070755,430.0104675,86.79692841,430.0104675,86.78469086,430.0104675,86.81280518,
429.0110779,86.79393005,429.0110779,86.68000031,429.0110779,86.54467773,429.0110779,86.80631256,429.0110779,86.78339386,429.0110779,86.76674652,429.0110779,86.83359528,
428.0114136,86.81873322,428.0114136,86.67314911,428.0114136,86.59328461,428.0114136,86.83861542,428.0114136,86.79421997,428.0114136,86.79737854,428.0114136,86.8261795,
427.0116882,86.76499176,427.0116882,86.62876129,427.0116882,86.53873444,427.0116882,86.814888,427.0116882,86.80900574,427.0116882,86.75550842,427.0116882,86.79019165,
426.0117493,86.78173828,426.0117493,86.61157227,426.0117493,86.54740143,426.0117493,86.82225037,426.0117493,86.79873657,426.0117493,86.7647171,426.0117493,86.80897522,
425.0116272,86.79216766,425.0116272,86.582901,425.0116272,86.55952454,425.0116272,86.81640625,425.0116272,86.78895569,425.0116272,86.78157043,425.0116272,86.83856201,
424.0113525,86.79431915,424.0113525,86.54772949,424.0113525,86.53256989,424.0113525,86.7947998,424.0113525,86.76655579,424.0113525,86.7652359,424.0113525,86.80106354,
423.0108643,86.77726746,423.0108643,86.53344727,423.0108643,86.54338074,423.0108643,86.81217194,423.0108643,86.77592468,423.0108643,86.7474823,423.0108643,86.82543182,
422.0102539,86.7666626,422.0102539,86.50205994,422.0102539,86.50737762,422.0102539,86.77734375,422.0102539,86.75562286,422.0102539,86.72193909,422.0102539,86.78031158,
421.0094604,86.78579712,421.0094604,86.5100174,421.0094604,86.53148651,421.0094604,86.82273865,421.0094604,86.77697754,421.0094604,86.75036621,421.0094604,86.78533936,
420.0085144,86.74104309,420.0085144,86.46737671,420.0085144,86.51509094,420.0085144,86.80201721,420.0085144,86.74263763,420.0085144,86.73932648,420.0085144,86.75162506,
419.0073547,86.77862549,419.0073547,86.44150543,419.0073547,86.49158478,419.0073547,86.77407837,419.0073547,86.74688721,419.0073547,86.6872406,419.0073547,86.75761414,
418.006073,86.77054596,418.006073,86.43971252,418.006073,86.51766968,418.006073,86.80966187,418.006073,86.77194977,418.006073,86.72192383,418.006073,86.78773499,
417.0045776,86.72927856,417.0045776,86.42730713,417.0045776,86.50188446,417.0045776,86.73590088,417.0045776,86.71907043,417.0045776,86.70819855,417.0045776,86.7232666,
416.0028992,86.72525024,416.0028992,86.40486908,416.0028992,86.47882843,416.0028992,86.7868576,416.0028992,86.72355652,416.0028992,86.74929047,416.0028992,86.76279449,
415.0010986,86.70539856,415.0010986,86.35460663,415.0010986,86.47110748,415.0010986,86.72600555,415.0010986,86.73574066,415.0010986,86.69811249,415.0010986,86.76010895,
413.999115,86.72685242,413.999115,86.3420105,413.999115,86.47502899,413.999115,86.79453278,413.999115,86.70619202,413.999115,86.71669006,413.999115,86.77661133,
412.9969482,86.7075119,412.9969482,86.33818054,412.9969482,86.44780731,412.9969482,86.73442841,412.9969482,86.71266174,412.9969482,86.67951965,412.9969482,86.73298645,
411.9945984,86.75927734,411.9945984,86.36904907,411.9945984,86.47651672,411.9945984,86.76950073,411.9945984,86.73073578,411.9945984,86.68831635,411.9945984,86.75759888,
410.992157,86.68241882,410.992157,86.31361389,410.992157,86.45650482,410.992157,86.72990417,410.992157,86.71835327,410.992157,86.66830444,410.992157,86.73297119,
409.989502,86.69238281,409.989502,86.30628204,409.989502,86.45927429,409.989502,86.7150116,409.989502,86.68993378,409.989502,86.6746521,409.989502,86.75014496,
408.9866333,86.7464447,408.9866333,86.26740265,408.9866333,86.4701004,408.9866333,86.7808609,408.9866333,86.70207977,408.9866333,86.69416809,408.9866333,86.72796631,
407.9836426,86.73547363,407.9836426,86.29018402,407.9836426,86.47680664,407.9836426,86.75272369,407.9836426,86.70535278,407.9836426,86.65113831,407.9836426,86.73626709,
407.0191345,86.7442627,407.0191345,86.30241394,407.0191345,86.45172882,407.0191345,86.74165344,407.0191345,86.70065308,407.0191345,86.66909027,407.0191345,86.71473694,
406.0157471,86.67314911,406.0157471,86.25845337,406.0157471,86.45732117,406.0157471,86.72447205,406.0157471,86.69915771,406.0157471,86.66261292,406.0157471,86.71695709,
405.0122986,86.659935,405.0122986,86.25887299,405.0122986,86.44557953,405.0122986,86.71425629,405.0122986,86.69780731,405.0122986,86.65898132,405.0122986,86.74242401,
404.0086365,86.67661285,404.0086365,86.24520874,404.0086365,86.44815063,404.0086365,86.69509125,404.0086365,86.68418121,404.0086365,86.65910339,404.0086365,86.71575165,
403.0048523,86.6592865,403.0048523,86.21527863,403.0048523,86.43193054,403.0048523,86.70182037,403.0048523,86.62584686,403.0048523,86.63331604,403.0048523,86.71478271,
402.0008545,86.71894073,402.0008545,86.25257874,402.0008545,86.43087769,402.0008545,86.71366882,402.0008545,86.65977478,402.0008545,86.65769958,402.0008545,86.68891144,
400.9967041,86.6932373,400.9967041,86.25856018,400.9967041,86.43092346,400.9967041,86.71640015,400.9967041,86.65607452,400.9967041,86.65840912,400.9967041,86.73903656,
399.9923706,86.68296814,399.9923706,86.21330261,399.9923706,86.4150238,399.9923706,86.69444275,399.9923706,86.67427063,399.9923706,86.63168335,399.9923706,86.6799469,
398.987915,86.68331146,398.987915,86.25300598,398.987915,86.41770172,398.987915,86.69455719,398.987915,86.6513443,398.987915,86.6440506,398.987915,86.70674133,
397.9832764,86.67124176,397.9832764,86.221138,397.9832764,86.44031525,397.9832764,86.707901,397.9832764,86.65016174,397.9832764,86.62837219,397.9832764,86.71751404,
397.0171509,86.67050934,397.0171509,86.22504425,397.0171509,86.41249847,397.0171509,86.69284058,397.0171509,86.64224243,397.0171509,86.6057663,397.0171509,86.712883,
396.012207,86.6202774,396.012207,86.21161652,396.012207,86.34933472,396.012207,86.66205597,396.012207,86.59366608,396.012207,86.56604767,396.012207,86.64987183,
395.0070801,86.60767365,395.0070801,86.18968964,395.0070801,86.37020874,395.0070801,86.68697357,395.0070801,86.6135025,395.0070801,86.58114624,395.0070801,86.68370819,
394.0018311,86.62100983,394.0018311,86.2184906,394.0018311,86.32743835,394.0018311,86.63658142,394.0018311,86.57719421,394.0018311,86.56027985,394.0018311,86.64794922,
392.9963989,86.61083221,392.9963989,86.1962204,392.9963989,86.34474182,392.9963989,86.6182251,392.9963989,86.58834839,392.9963989,86.57054138,392.9963989,86.62724304,
391.9907837,86.61828613,391.9907837,86.21672821,391.9907837,86.34375,391.9907837,86.63088989,391.9907837,86.58636475,391.9907837,86.55942535,391.9907837,86.64854431,
390.9850464,86.57669067,390.9850464,86.22827148,390.9850464,86.32894897,390.9850464,86.60554504,390.9850464,86.53401947,390.9850464,86.54794312,390.9850464,86.60520172,
390.0178528,86.58994293,390.0178528,86.22481537,390.0178528,86.35123444,390.0178528,86.64189911,390.0178528,86.56860352,390.0178528,86.53102112,390.0178528,86.63496399,
389.0117798,86.6348114,389.0117798,86.24390411,389.0117798,86.34653473,389.0117798,86.62690735,389.0117798,86.59104919,389.0117798,86.58905029,389.0117798,86.65859222,
388.0055542,86.58640289,388.0055542,86.27826691,388.0055542,86.3336792,388.0055542,86.66558075,388.0055542,86.57209015,388.0055542,86.53831482,388.0055542,86.6480484,
386.999176,86.57500458,386.999176,86.26211548,386.999176,86.34225464,386.999176,86.6031723,386.999176,86.53131104,386.999176,86.54295349,386.999176,86.608078,
385.9926453,86.55108643,385.9926453,86.25977325,385.9926453,86.27465057,385.9926453,86.59104156,385.9926453,86.51573944,385.9926453,86.50230408,385.9926453,86.5871048,
384.9859619,86.57023621,384.9859619,86.29467773,384.9859619,86.29478455,384.9859619,86.6078949,384.9859619,86.53525543,384.9859619,86.50089264,384.9859619,86.56616211,
384.0178223,86.55034637,384.0178223,86.31126404,384.0178223,86.27638245,384.0178223,86.57132721,384.0178223,86.54075623,384.0178223,86.49532318,384.0178223,86.59623718,
383.0108032,86.56802368,383.0108032,86.32507324,383.0108032,86.24526978,383.0108032,86.56351471,383.0108032,86.47956848,383.0108032,86.48125458,383.0108032,86.53786469,
382.0036621,86.54216766,382.0036621,86.37218475,382.0036621,86.2778244,382.0036621,86.58568573,382.0036621,86.47658539,382.0036621,86.49508667,382.0036621,86.55350494,
380.9963379,86.57810211,380.9963379,86.36893463,380.9963379,86.29865265,380.9963379,86.60556793,380.9963379,86.57268524,380.9963379,86.51192474,380.9963379,86.55683136,
379.9889221,86.56661224,379.9889221,86.41342926,379.9889221,86.27606964,379.9889221,86.56410217,379.9889221,86.52626801,379.9889221,86.52381897,379.9889221,86.54508209,
378.9812927,86.57746124,378.9812927,86.44532776,378.9812927,86.31236267,378.9812927,86.61343384,378.9812927,86.53812408,378.9812927,86.52810669,378.9812927,86.57878113,
378.0122681,86.52359772,378.0122681,86.42523956,378.0122681,86.24112701,378.0122681,86.57224274,378.0122681,86.46414185,378.0122681,86.47846222,378.0122681,86.53115845,
377.0043335,86.52675629,377.0043335,86.38340759,377.0043335,86.2363739,377.0043335,86.50634766,377.0043335,86.4586792,377.0043335,86.44033051,377.0043335,86.51586914,
375.9962463,86.51596069,375.9962463,86.42315674,375.9962463,86.26742554,375.9962463,86.49728394,375.9962463,86.49723053,375.9962463,86.47470093,375.9962463,86.54165649,
374.9880371,86.48331451,374.9880371,86.45735168,374.9880371,86.23280334,374.9880371,86.53983307,374.9880371,86.4544754,374.9880371,86.45102692,374.9880371,86.51209259,
374.0184326,86.51435089,374.0184326,86.42944336,374.0184326,86.19268799,374.0184326,86.53659058,374.0184326,86.45189667,374.0184326,86.3976059,374.0184326,86.51470184,
373.0099182,86.52056122,373.0099182,86.54068756,373.0099182,86.28179932,373.0099182,86.55693054,373.0099182,86.50614166,373.0099182,86.5137558,373.0099182,86.56027985,
372.0012207,86.46715546,372.0012207,86.48613739,372.0012207,86.15724182,372.0012207,86.52067566,372.0012207,86.41366577,372.0012207,86.38622284,372.0012207,86.4707489,
370.9924011,86.48279572,370.9924011,86.55105591,370.9924011,86.22492981,370.9924011,86.49765015,370.9924011,86.47211456,370.9924011,86.43966675,370.9924011,86.56735992,
369.9833984,86.52039337,369.9833984,86.5849762,369.9833984,86.18437958,369.9833984,86.53530884,369.9833984,86.47280884,369.9833984,86.3658371,369.9833984,86.55522919,
369.013092,86.45128632,369.013092,86.53500366,369.013092,86.16254425,369.013092,86.4328537,369.013092,86.4424057,369.013092,86.38080597,369.013092,86.45411682,
368.0038452,86.49199677,368.0038452,86.54168701,368.0038452,86.15519714,368.0038452,86.49176788,368.0038452,86.41925812,368.0038452,86.46205902,368.0038452,86.44177246,
366.9943848,86.51392365,366.9943848,86.53885651,366.9943848,86.15854645,366.9943848,86.46911621,366.9943848,86.40042877,366.9943848,86.42802429,366.9943848,86.46711731,
365.9847717,86.41107941,365.9847717,86.65830231,365.9847717,86.14028931,365.9847717,86.46768951,365.9847717,86.40302277,365.9847717,86.35749054,365.9847717,86.44696045,
365.013916,86.39905548,365.013916,86.57279205,365.013916,86.10241699,365.013916,86.34533691,365.013916,86.29421997,365.013916,86.286026,365.013916,86.36516571,
364.0040588,86.35765839,364.0040588,86.56726837,364.0040588,86.07039642,364.0040588,86.39016724,364.0040588,86.34677887,364.0040588,86.32579803,364.0040588,86.36185455,
362.9940186,86.45490265,362.9940186,86.63110352,362.9940186,86.16041565,362.9940186,86.47972107,362.9940186,86.42211151,362.9940186,86.37296295,362.9940186,86.45236206,
361.9838867,86.37257385,361.9838867,86.62216187,361.9838867,86.12115479,361.9838867,86.4338913,361.9838867,86.34075928,361.9838867,86.3306427,361.9838867,86.41994476,
361.0123901,86.38331604,361.0123901,86.6046524,361.0123901,86.111763,361.0123901,86.4254303,361.0123901,86.3412323,361.0123901,86.28117371,361.0123901,86.37979889,
360.0019531,86.35862732,360.0019531,86.62783051,360.0019531,86.08465576,360.0019531,86.35996246,360.0019531,86.30255127,360.0019531,86.32810974,360.0019531,86.36421204,
358.9913635,86.34647369,358.9913635,86.57106781,358.9913635,86.00998688,358.9913635,86.38328552,358.9913635,86.27570343,358.9913635,86.26217651,358.9913635,86.35938263,
357.9806213,86.37529755,357.9806213,86.57440948,357.9806213,86.00889587,357.9806213,86.33701324,357.9806213,86.28904724,357.9806213,86.28862762,357.9806213,86.36495209,
357.008606,86.33764648,357.008606,86.58797455,357.008606,86.06456757,357.008606,86.36014557,357.008606,86.28295135,357.008606,86.23121643,357.008606,86.29359436,
355.9975586,86.39072418,355.9975586,86.60865784,355.9975586,86.05317688,355.9975586,86.33232117,355.9975586,86.25855255,355.9975586,86.27236938,355.9975586,86.35494232,
354.9863892,86.31707001,354.9863892,86.58860016,354.9863892,86.05401611,354.9863892,86.39382935,354.9863892,86.28993988,354.9863892,86.32657623,354.9863892,86.35227203,
354.0139771,86.27898407,354.0139771,86.58338928,354.0139771,86.04915619,354.0139771,86.32987213,354.0139771,86.25925446,354.0139771,86.24617004,354.0139771,86.32409668,
353.0025024,86.3400116,353.0025024,86.5959549,353.0025024,86.02284241,353.0025024,86.36729431,353.0025024,86.23729706,353.0025024,86.21535492,353.0025024,86.30560303,
351.9909058,86.30722046,351.9909058,86.4962616,351.9909058,85.98835754,351.9909058,86.26091003,351.9909058,86.18591309,351.9909058,86.19289398,351.9909058,86.2937088,
351.0180969,86.2507019,351.0180969,86.53864288,351.0180969,85.96860504,351.0180969,86.30335236,351.0180969,86.24100494,351.0180969,86.20697784,351.0180969,86.29141998,
350.0061951,86.3338623,350.0061951,86.5437851,350.0061951,86.04206085,350.0061951,86.26580811,350.0061951,86.18535614,350.0061951,86.21498108,350.0061951,86.22680664,
348.9941711,86.31508636,348.9941711,86.50704956,348.9941711,85.94503784,348.9941711,86.22789764,348.9941711,86.22408295,348.9941711,86.12978363,348.9941711,86.24340057,
347.9819946,86.32633972,347.9819946,86.48976898,347.9819946,85.99278259,347.9819946,86.35083771,347.9819946,86.17001343,347.9819946,86.18141174,347.9819946,86.30361938,
347.008606,86.23742676,347.008606,86.44468689,347.008606,85.90440369,347.008606,86.22883606,347.008606,86.20159149,347.008606,86.15358734,347.008606,86.26589966,
345.9961548,86.27571869,345.9961548,86.42099762,345.9961548,85.95145416,345.9961548,86.2454834,345.9961548,86.17170715,345.9961548,86.15933228,345.9961548,86.27233887,
344.9835815,86.21703339,344.9835815,86.38314819,344.9835815,85.9098587,344.9835815,86.25228119,344.9835815,86.13903046,344.9835815,86.14736938,344.9835815,86.20240784,
344.0098267,86.20036316,344.0098267,86.37530518,344.0098267,85.87228394,344.0098267,86.21340179,344.0098267,86.1350708,344.0098267,86.12973022,344.0098267,86.21750641,
342.9969482,86.21453094,342.9969482,86.29640198,342.9969482,85.92778015,342.9969482,86.17489624,342.9969482,86.16077423,342.9969482,86.10212708,342.9969482,86.20507813,
341.9839783,86.16383362,341.9839783,86.24411774,341.9839783,85.81293488,341.9839783,86.12783051,341.9839783,86.0859375,341.9839783,86.02783966,341.9839783,86.1877594,
341.0097656,86.15661621,341.0097656,86.20775604,341.0097656,85.8212204,341.0097656,86.13178253,341.0097656,86.11587524,341.0097656,86.03858948,341.0097656,86.11991119,
339.9964905,86.14550781,339.9964905,86.13974762,339.9964905,85.80258179,339.9964905,86.15904236,339.9964905,86.08856964,339.9964905,86.04776001,339.9964905,86.17881012,
338.9830933,86.11427307,338.9830933,86.08743286,338.9830933,85.82130432,338.9830933,86.13925934,338.9830933,86.06378937,338.9830933,86.04520416,338.9830933,86.16737366,
338.0085449,86.21420288,338.0085449,86.12111664,338.0085449,85.83040619,338.0085449,86.15435028,338.0085449,86.092659,338.0085449,86.05225372,338.0085449,86.20012665,
336.9948425,86.05521393,336.9948425,85.99786377,336.9948425,85.73587799,336.9948425,86.02553558,336.9948425,85.99178314,336.9948425,85.96739197,336.9948425,86.05236053,
335.9810486,86.19219971,335.9810486,86.03877258,335.9810486,85.85653687,335.9810486,86.10054016,335.9810486,86.04174805,335.9810486,86.08917236,335.9810486,86.14311218,
335.006073,86.11031342,335.006073,85.95631409,335.006073,85.77017975,335.006073,86.05215454,335.006073,85.9768219,335.006073,86.0637207,335.006073,86.06446075,
333.9919739,86.12140656,333.9919739,85.90009308,333.9919739,85.77838898,333.9919739,86.03933716,333.9919739,85.97032928,333.9919739,85.97781372,333.9919739,86.05708313,
333.0167542,86.09994507,333.0167542,85.84135437,333.0167542,85.77775574,333.0167542,85.99796295,333.0167542,85.99874115,333.0167542,85.96875763,333.0167542,86.04304504,
332.0024109,86.10813904,332.0024109,85.78636932,332.0024109,85.72216797,332.0024109,86.01487732,332.0024109,85.99227905,332.0024109,85.95238495,332.0024109,86.03193665,
330.987915,86.02779388,330.987915,85.70305634,330.987915,85.69952393,330.987915,85.97176361,330.987915,85.92534637,330.987915,85.92168427,330.987915,85.98203278,
330.0122986,86.05440521,330.0122986,85.76999664,330.0122986,85.70912933,330.0122986,86.01774597,330.0122986,85.97039795,330.0122986,85.91912842,330.0122986,86.00842285,
328.9975586,86.0980835,328.9975586,85.68631744,328.9975586,85.72675323,328.9975586,86.0067215,328.9975586,85.93781281,328.9975586,85.95023346,328.9975586,85.98429871,
327.982666,85.99678802,327.982666,85.60762024,327.982666,85.68528748,327.982666,85.95894623,327.982666,85.91902924,327.982666,85.94890594,327.982666,85.96396637,
327.0067139,86.04138947,327.0067139,85.58582306,327.0067139,85.67687988,327.0067139,86.00021362,327.0067139,85.9000473,327.0067139,85.93271637,327.0067139,85.97663879,
325.9915466,86.00257111,325.9915466,85.53749084,325.9915466,85.64331818,325.9915466,85.93489838,325.9915466,85.87220001,325.9915466,85.86026764,325.9915466,85.88866425,
325.0153198,85.9952774,325.0153198,85.47345734,325.0153198,85.62644196,325.0153198,85.94550323,325.0153198,85.88162994,325.0153198,85.82389069,325.0153198,85.92269135,
323.9999084,85.92805481,323.9999084,85.42182159,323.9999084,85.61708832,323.9999084,85.88088989,323.9999084,85.85862732,323.9999084,85.84702301,323.9999084,85.88282776,
322.9843445,85.99260712,322.9843445,85.38651276,322.9843445,85.62003326,322.9843445,85.91934204,322.9843445,85.82603455,322.9843445,85.83652496,322.9843445,85.83720398,
322.0077515,85.93086243,322.0077515,85.33892822,322.0077515,85.60690308,322.0077515,85.87417603,322.0077515,85.77435303,322.0077515,85.78983307,322.0077515,85.88339996,
320.9919739,86.0032959,320.9919739,85.32532501,320.9919739,85.60688782,320.9919739,85.9209671,320.9919739,85.82481384,320.9919739,85.83781433,320.9919739,85.86743164,
320.0151062,85.91490936,320.0151062,85.33219147,320.0151062,85.57458496,320.0151062,85.86450958,320.0151062,85.86420441,320.0151062,85.78983307,320.0151062,85.84268951,
318.999054,85.93212891,318.999054,85.3119278,318.999054,85.55672455,318.999054,85.86186218,318.999054,85.81449127,318.999054,85.81827545,318.999054,85.83014679,
317.9828796,85.86392212,317.9828796,85.24966431,317.9828796,85.50650787,317.9828796,85.83379364,317.9828796,85.76312256,317.9828796,85.76726532,317.9828796,85.78240967,
317.0056763,85.93036652,317.0056763,85.23103333,317.0056763,85.53672791,317.0056763,85.84331512,317.0056763,85.78703308,317.0056763,85.81624603,317.0056763,85.83847046,
315.9892273,85.87528992,315.9892273,85.20158386,315.9892273,85.47053528,315.9892273,85.81859589,315.9892273,85.76917267,315.9892273,85.74167633,315.9892273,85.78144073,
315.0117493,85.86034393,315.0117493,85.1920166,315.0117493,85.49060059,315.0117493,85.76759338,315.0117493,85.75241089,315.0117493,85.74004364,315.0117493,85.78583527,
313.9950562,85.91413879,313.9950562,85.19364929,313.9950562,85.51400757,313.9950562,85.77381134,313.9950562,85.73454285,313.9950562,85.70365906,313.9950562,85.75414276,
